pebble_id,proxy_atom_id,x,y,z,radius,source_timestep
141,47,-0.00114502,0.00150105,0.0012732,0.0005,350000
142,109,0.00192338,-0.00141659,0.00128291,0.0005,350000
143,321,-0.00260691,-0.00437781,0.00128365,0.0005,350000
144,267,0.00125225,0.0039786,0.00129276,0.0005,350000
145,203,-0.00404574,-0.00320782,0.00129589,0.0005,350000
146,124,0.00446707,0.000963422,0.00129624,0.0005,350000
147,306,0.000214326,0.00211899,0.00129934,0.0005,350000
148,41,0.00500018,-0.00388715,0.00130707,0.0005,350000
149,28,-0.00171497,-0.000345443,0.00131213,0.0005,350000
150,236,0.0025194,-0.00334383,0.00131378,0.0005,350000
151,190,0.00284438,0.0019402,0.00132255,0.0005,350000
152,130,0.00208448,-0.00431902,0.00132669,0.0005,350000
153,209,0.000699499,0.00481058,0.00134022,0.0005,350000
154,84,0.00358272,0.0026139,0.00134122,0.0005,350000
155,445,-0.00500001,-0.000923033,0.00134521,0.0005,350000
156,426,-0.001035,0.00500028,0.00134857,0.0005,350000
157,428,0.000633738,-0.00447952,0.00135005,0.0005,350000
158,332,-0.000753803,0.00241772,0.00135303,0.0005,350000
159,399,0.0049946,0.00277399,0.00135434,0.0005,350000
160,480,-0.00500018,0.0050002,0.00135471,0.0005,350000
161,75,-0.00200119,0.00330763,0.00135498,0.0005,350000
162,417,-0.00015014,-0.00156664,0.001356,0.0005,350000
163,39,-0.00212438,-0.00348036,0.00136101,0.0005,350000
164,121,0.00337843,0.00109611,0.00136106,0.0005,350000
165,210,0.00398104,-0.00402865,0.00136314,0.0005,350000
166,544,0.00246023,0.000197424,0.00136406,0.0005,350000
167,408,0.00109841,0.00119244,0.00136658,0.0005,350000
168,90,0.00302108,0.00500012,0.00136809,0.0005,350000
169,31,0.000820152,0.00308019,0.00137064,0.0005,350000
170,182,-0.00208639,0.0011812,0.0013791,0.0005,350000
171,238,8.36549e-05,-0.00363335,0.00137926,0.0005,350000
172,499,-0.00178963,-0.00252766,0.00138611,0.0005,350000
173,425,-0.00357196,0.00213603,0.00139413,0.0005,350000
174,165,-0.00307053,0.00100803,0.00141014,0.0005,350000
175,410,-0.0050005,0.00111558,0.00141131,0.0005,350000
176,368,-0.0018348,-0.00500003,0.00141238,0.0005,350000
177,384,-0.00375997,0.00311738,0.00141458,0.0005,350000
178,157,0.00500004,0.000121781,0.00142029,0.0005,350000
179,358,0.00300317,0.0034246,0.00142286,0.0005,350000
180,246,0.00500007,0.00499955,0.0014341,0.0005,350000
181,10,-0.000816006,-0.00230746,0.00144237,0.0005,350000
182,447,-0.000933544,-0.000953176,0.00145085,0.0005,350000
183,275,0.00202066,0.00324443,0.00146318,0.0005,350000
184,311,-0.00266616,0.00415909,0.00146609,0.0005,350000
185,79,-0.00320949,0.00500037,0.0014685,0.0005,350000
186,108,-0.00366476,0.00411061,0.00147164,0.0005,350000
187,326,-0.000467405,-0.00446219,0.00147354,0.0005,350000
188,319,0.0032373,-0.000420635,0.00148262,0.0005,350000
189,451,-0.00368074,-0.005,0.00148314,0.0005,350000
190,371,-0.00496067,-0.00191207,0.00148701,0.0005,350000
191,224,0.00500005,-0.00499601,0.00149947,0.0005,350000
192,534,0.00317569,-0.00222716,0.00150033,0.0005,350000
193,230,-0.00270049,0.00261104,0.00151247,0.0005,350000
194,153,-0.00498424,-0.00500024,0.00151353,0.0005,350000
195,201,-0.000300587,0.00102369,0.00151361,0.0005,350000
